datatime,package,pid,pss,java_heap,native_heap,system
2024-09-21 18-50-09,com.camelgames.aoz.debuglz4,10797,1435.09,13.62,293.46,13.98
2024-09-21 18-50-10,com.camelgames.aoz.debuglz4,10797,1435.73,13.62,294.1,13.98
2024-09-21 18-50-10,com.camelgames.aoz.debuglz4,10797,1436.29,13.62,294.66,13.98
2024-09-21 18-50-11,com.camelgames.aoz.debuglz4,10797,1436.86,13.62,295.23,13.98
2024-09-21 18-50-11,com.camelgames.aoz.debuglz4,10797,1437.46,13.62,295.83,13.98
2024-09-21 18-50-12,com.camelgames.aoz.debuglz4,10797,1438.08,13.62,296.46,13.98
2024-09-21 18-50-12,com.camelgames.aoz.debuglz4,10797,1438.71,13.62,297.09,13.98
2024-09-21 18-50-12,com.camelgames.aoz.debuglz4,10797,1439.41,13.62,297.77,13.98
2024-09-21 18-50-13,com.camelgames.aoz.debuglz4,10797,1440.09,13.62,298.45,13.98
2024-09-21 18-50-13,com.camelgames.aoz.debuglz4,10797,1440.67,13.62,299.04,13.98
2024-09-21 18-50-14,com.camelgames.aoz.debuglz4,10797,1441.87,13.62,300.24,13.99
2024-09-21 18-50-14,com.camelgames.aoz.debuglz4,10797,1441.73,13.62,300.11,13.98
2024-09-21 18-50-15,com.camelgames.aoz.debuglz4,10797,1438.46,13.62,296.83,13.98
2024-09-21 18-50-15,com.camelgames.aoz.debuglz4,10797,1432.42,13.62,290.79,13.98
2024-09-21 18-50-16,com.camelgames.aoz.debuglz4,10797,1430.63,13.62,289.01,13.98
2024-09-21 18-50-16,com.camelgames.aoz.debuglz4,10797,1430.63,13.62,289.01,13.98
2024-09-21 18-50-16,com.camelgames.aoz.debuglz4,10797,1430.63,13.62,289.01,13.98
2024-09-21 18-50-17,com.camelgames.aoz.debuglz4,10797,1430.63,13.62,289.01,13.98
2024-09-21 18-50-17,com.camelgames.aoz.debuglz4,10797,1430.63,13.62,289.01,13.99
2024-09-21 18-50-18,com.camelgames.aoz.debuglz4,10797,1430.63,13.62,289.0,13.98
2024-09-21 18-50-18,com.camelgames.aoz.debuglz4,10797,1430.63,13.62,289.0,13.98
2024-09-21 18-50-19,com.camelgames.aoz.debuglz4,10797,1430.62,13.62,289.0,13.99
2024-09-21 18-50-19,com.camelgames.aoz.debuglz4,10797,1430.63,13.62,289.0,13.98
2024-09-21 18-50-19,com.camelgames.aoz.debuglz4,10797,1430.63,13.62,289.0,13.98
2024-09-21 18-50-20,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,289.01,13.98
2024-09-21 18-50-20,com.camelgames.aoz.debuglz4,10797,1430.64,13.62,289.01,13.98
2024-09-21 18-50-21,com.camelgames.aoz.debuglz4,10797,1430.64,13.62,289.01,13.99
2024-09-21 18-50-21,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,289.01,13.98
2024-09-21 18-50-22,com.camelgames.aoz.debuglz4,10797,1430.66,13.62,289.03,13.98
2024-09-21 18-50-22,com.camelgames.aoz.debuglz4,10797,1430.66,13.62,289.03,13.98
2024-09-21 18-50-23,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,289.03,13.98
2024-09-21 18-50-23,com.camelgames.aoz.debuglz4,10797,1430.97,13.62,289.34,13.98
2024-09-21 18-50-23,com.camelgames.aoz.debuglz4,10797,1431.61,13.62,289.98,13.98
2024-09-21 18-50-24,com.camelgames.aoz.debuglz4,10797,1432.36,13.62,290.67,13.98
2024-09-21 18-50-24,com.camelgames.aoz.debuglz4,10797,1432.87,13.62,291.23,13.98
2024-09-21 18-50-25,com.camelgames.aoz.debuglz4,10797,1433.42,13.62,291.79,13.99
2024-09-21 18-50-25,com.camelgames.aoz.debuglz4,10797,1434.11,13.62,292.48,13.98
2024-09-21 18-50-26,com.camelgames.aoz.debuglz4,10797,1434.67,13.62,293.04,13.98
2024-09-21 18-50-26,com.camelgames.aoz.debuglz4,10797,1435.27,13.62,293.64,13.98
2024-09-21 18-50-27,com.camelgames.aoz.debuglz4,10797,1435.83,13.62,294.21,13.99
2024-09-21 18-50-27,com.camelgames.aoz.debuglz4,10797,1436.48,13.62,294.85,13.98
2024-09-21 18-50-27,com.camelgames.aoz.debuglz4,10797,1437.05,13.62,295.42,13.98
2024-09-21 18-50-28,com.camelgames.aoz.debuglz4,10797,1437.67,13.62,296.04,13.98
2024-09-21 18-50-28,com.camelgames.aoz.debuglz4,10797,1438.33,13.62,296.67,13.98
2024-09-21 18-50-29,com.camelgames.aoz.debuglz4,10797,1439.01,13.62,297.34,13.98
2024-09-21 18-50-29,com.camelgames.aoz.debuglz4,10797,1439.8,13.62,298.14,13.98
2024-09-21 18-50-30,com.camelgames.aoz.debuglz4,10797,1440.53,13.62,298.86,13.98
2024-09-21 18-50-30,com.camelgames.aoz.debuglz4,10797,1441.25,13.62,299.58,13.98
2024-09-21 18-50-31,com.camelgames.aoz.debuglz4,10797,1442.11,13.62,300.45,13.99
2024-09-21 18-50-31,com.camelgames.aoz.debuglz4,10797,1441.58,13.62,299.92,13.98
2024-09-21 18-50-31,com.camelgames.aoz.debuglz4,10797,1437.97,13.62,296.32,13.99
2024-09-21 18-50-32,com.camelgames.aoz.debuglz4,10797,1431.91,13.62,290.25,13.98
2024-09-21 18-50-32,com.camelgames.aoz.debuglz4,10797,1430.53,13.62,288.87,13.98
2024-09-21 18-50-33,com.camelgames.aoz.debuglz4,10797,1430.53,13.62,288.87,13.98
2024-09-21 18-50-33,com.camelgames.aoz.debuglz4,10797,1430.53,13.62,288.87,13.98
2024-09-21 18-50-34,com.camelgames.aoz.debuglz4,10797,1430.53,13.62,288.87,13.98
2024-09-21 18-50-34,com.camelgames.aoz.debuglz4,10797,1430.53,13.62,288.87,13.98
2024-09-21 18-50-35,com.camelgames.aoz.debuglz4,10797,1430.53,13.62,288.87,13.98
2024-09-21 18-50-35,com.camelgames.aoz.debuglz4,10797,1430.53,13.62,288.87,13.98
2024-09-21 18-50-35,com.camelgames.aoz.debuglz4,10797,1430.53,13.62,288.87,13.98
2024-09-21 18-50-36,com.camelgames.aoz.debuglz4,10797,1430.53,13.62,288.87,13.98
2024-09-21 18-50-36,com.camelgames.aoz.debuglz4,10797,1430.53,13.62,288.87,13.99
2024-09-21 18-50-37,com.camelgames.aoz.debuglz4,10797,1430.53,13.62,288.87,13.98
2024-09-21 18-50-37,com.camelgames.aoz.debuglz4,10797,1430.53,13.62,288.87,13.98
2024-09-21 18-50-38,com.camelgames.aoz.debuglz4,10797,1430.56,13.62,288.87,13.98
2024-09-21 18-50-38,com.camelgames.aoz.debuglz4,10797,1430.55,13.62,288.87,13.98
2024-09-21 18-50-39,com.camelgames.aoz.debuglz4,10797,1430.57,13.62,288.88,13.98
2024-09-21 18-50-39,com.camelgames.aoz.debuglz4,10797,1430.57,13.62,288.88,13.98
2024-09-21 18-50-39,com.camelgames.aoz.debuglz4,10797,1430.87,13.62,289.18,13.98
2024-09-21 18-50-40,com.camelgames.aoz.debuglz4,10797,1431.44,13.62,289.76,13.98
2024-09-21 18-50-40,com.camelgames.aoz.debuglz4,10797,1432.04,13.62,290.35,13.98
2024-09-21 18-50-41,com.camelgames.aoz.debuglz4,10797,1432.61,13.62,290.91,13.98
2024-09-21 18-50-41,com.camelgames.aoz.debuglz4,10797,1433.24,13.62,291.56,13.98
2024-09-21 18-50-42,com.camelgames.aoz.debuglz4,10797,1433.77,13.62,292.08,13.98
2024-09-21 18-50-42,com.camelgames.aoz.debuglz4,10797,1434.33,13.62,292.64,13.98
2024-09-21 18-50-42,com.camelgames.aoz.debuglz4,10797,1434.93,13.62,293.25,13.98
2024-09-21 18-50-43,com.camelgames.aoz.debuglz4,10797,1435.58,13.62,293.89,13.98
2024-09-21 18-50-43,com.camelgames.aoz.debuglz4,10797,1436.22,13.62,294.54,13.98
2024-09-21 18-50-44,com.camelgames.aoz.debuglz4,10797,1436.97,13.62,295.22,13.98
2024-09-21 18-50-44,com.camelgames.aoz.debuglz4,10797,1437.49,13.62,295.8,13.98
2024-09-21 18-50-45,com.camelgames.aoz.debuglz4,10797,1438.13,13.62,296.44,13.98
2024-09-21 18-50-45,com.camelgames.aoz.debuglz4,10797,1438.71,13.62,297.02,13.98
2024-09-21 18-50-46,com.camelgames.aoz.debuglz4,10797,1439.53,13.62,297.84,13.98
2024-09-21 18-50-46,com.camelgames.aoz.debuglz4,10797,1440.19,13.62,298.51,13.99
2024-09-21 18-51-05,com.camelgames.aoz.debuglz4,10797,1438.35,13.62,296.66,13.98
2024-09-21 18-51-05,com.camelgames.aoz.debuglz4,10797,1432.33,13.62,290.64,13.98
2024-09-21 18-51-05,com.camelgames.aoz.debuglz4,10797,1430.63,13.62,288.95,13.98
2024-09-21 18-51-06,com.camelgames.aoz.debuglz4,10797,1430.63,13.62,288.95,13.98
2024-09-21 18-51-06,com.camelgames.aoz.debuglz4,10797,1430.64,13.62,288.95,13.98
2024-09-21 18-51-07,com.camelgames.aoz.debuglz4,10797,1430.65,13.63,288.95,13.98
2024-09-21 18-51-08,com.camelgames.aoz.debuglz4,10797,1430.63,13.62,288.95,13.99
2024-09-21 18-51-08,com.camelgames.aoz.debuglz4,10797,1430.63,13.62,288.95,13.99
2024-09-21 18-51-08,com.camelgames.aoz.debuglz4,10797,1430.63,13.62,288.95,13.98
2024-09-21 18-51-09,com.camelgames.aoz.debuglz4,10797,1430.64,13.62,288.95,13.98
2024-09-21 18-51-09,com.camelgames.aoz.debuglz4,10797,1430.63,13.62,288.95,13.99
2024-09-21 18-51-10,com.camelgames.aoz.debuglz4,10797,1430.63,13.62,288.95,13.99
2024-09-21 18-51-10,com.camelgames.aoz.debuglz4,10797,1430.64,13.62,288.95,13.98
2024-09-21 18-51-11,com.camelgames.aoz.debuglz4,10797,1430.66,13.62,288.97,13.98
2024-09-21 18-51-11,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,288.97,13.99
2024-09-21 18-51-12,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,288.97,13.98
